page_id,degree_centrality,eigenvector_centrality,closeness_centrality,unweighted_eigenvector_centrality_x,unweighted_eigenvector_centrality_y
346937065399354,0.09266,0.9300422769246134,0.3631762654709342,0.1615926076054011,0.1615926076054007
153080620724,0.07481,0.0186833545788871,0.3569949382103093,0.3965523169235096,0.3965523169235101
15704546335,0.0688899999999999,0.0152322141432773,0.3563433234896183,0.3936337823507342,0.39363378235073426
18468761129,0.05384,0.0801741146302091,0.3515181237483797,0.0796867098072906,0.07968670980729
205344452828349,0.0464199999999999,0.0362777052891954,0.3492955319142511,0.0630958848354879,0.06309588483548755
889307941125736,0.0444899999999999,0.1099517613930647,0.3475706296029215,0.0665148708417902,0.06651487084178966
114517875225866,0.04282,0.0980110952209866,0.3486294356241026,0.0655498204382861,0.06554982043828585
21785951839,0.0377399999999999,0.0160925497136355,0.3457933802976982,0.0250102774758387,0.025010277475838633
138691142964027,0.03694,0.0015109384659465,0.3420784589266669,0.1919449818525397,0.19194498185253986
133961323610549,0.0367899999999999,0.0070524115581048,0.3425836704619582,0.2071201272034181,0.2071201272034179
199098633470668,0.0367199999999999,0.0076366465726537,0.3460235607118078,0.0317086119981362,0.03170861199813613
131201286936061,0.03661,0.0016951016489156,0.3432432268468936,0.1771539141492152,0.17715391414921536
339226922847416,0.03436,0.0072252747968744,0.3445094581037817,0.1554354279478589,0.15543542794785875
95475020353,0.03256,0.0101245318157765,0.3429076807208168,0.2113301009323901,0.21133010093239019
10643211755,0.0323,0.0314165511251157,0.3439382256680385,0.0426710617782493,0.04267106177824904
9124187907,0.03138,0.0403405679300417,0.3441549608928633,0.0437194533387653,0.0437194533387652
179035672287016,0.02918,0.0019005871806606,0.3394623756363313,0.1513339200419094,0.15133392004190976
22067606728,0.02916,0.0055056702803409,0.3411399127075178,0.1830462866708845,0.18304628667088452
5550296508,0.02826,0.0460744017030991,0.3448288549823111,0.0567365025920132,0.056736502592013086
354522044588660,0.0279999999999999,0.0255814458444118,0.344141235376857,0.0426189255090203,0.04261892550902032
