page_id,degree_centrality,eigenvector_centrality,closeness_centrality,unweighted_eigenvector_centrality_x,unweighted_eigenvector_centrality_y
15704546335,0.08621,-0.4350240628256535,0.3614454179581168,0.4166202376489953,0.4166202376489964
153080620724,0.0827,-0.4004496761765408,0.3589408695180797,0.3906844958151581,0.39068449581515763
346937065399354,0.07049,-0.0383589772062082,0.3560942389132088,0.0621612943007957,0.062161294300796345
341163402640457,0.0535799999999999,-0.0045618991056165,0.3517751906462768,0.0576406279492667,0.05764062794926693
18468761129,0.05111,-0.0074378786510756,0.3505960119069407,0.0474810018566183,0.04748100185661881
889307941125736,0.0488399999999999,-0.0084783529854291,0.3490211904996923,0.0406574564507172,0.04065745645071779
354522044588660,0.04535,-0.0034927543074078,0.3494107820885806,0.0460411645219034,0.046041164521903905
199098633470668,0.04503,-0.0026858301652885,0.3485853235044454,0.0308652197349318,0.030865219734932385
133961323610549,0.04128,-0.2747811865986161,0.343643254711446,0.2140511468129117,0.21405114681291162
205344452828349,0.04,-0.0019777673515754,0.3476285831032798,0.0335224540104548,0.033522454010455255
21898300328,0.03814,-0.0025031222562833,0.3473337748003255,0.0430547553882333,0.04305475538823363
131201286936061,0.03729,-0.0312000893565394,0.343664813597546,0.1577477417677915,0.15774774176779158
5550296508,0.03718,-0.0142050624360858,0.3473557992464658,0.0530605449860424,0.05306054498604269
179035672287016,0.03605,-0.0575976629842705,0.3417432814780042,0.1727772816149594,0.17277728161495948
86680728811,0.03596,-0.0149052279520942,0.3470751966129321,0.0627614657790333,0.06276146577903365
95475020353,0.03349,-0.5759877604834828,0.3432664115765503,0.2006867318797848,0.2006867318797841
9124187907,0.03347,-0.0020107596482872,0.3446838525757377,0.0251916486123705,0.02519164861237075
114517875225866,0.03313,-0.0036455482945028,0.3457716895111437,0.0302859966410942,0.030285996641094416
165583971161,0.03186,-0.0062711182548683,0.3456026253348254,0.0476182011336242,0.04761820113362433
22067606728,0.03167,-0.165119678536934,0.3418739152507439,0.1802319797265597,0.18023197972655944
339226922847416,0.03008,-0.0188908499556416,0.344112771690526,0.1171537084414646,0.11715370844146432
21785951839,0.02958,-0.00224747432199,0.3425580372104422,0.0126992315408286,0.012699231540828844
164305410295882,0.02886,-0.0070464933921462,0.344396722125723,0.0347493017227355,0.034749301722735784
138691142964027,0.02853,-0.0455352501786364,0.3411686144937125,0.1459730331342673,0.14597303313426727
10643211755,0.0273,-0.0023617916609438,0.3433228853486769,0.0230321655265036,0.023032165526503758
124955570892789,0.02708,-0.0012343999179484,0.3409774880786464,0.0191098728636615,0.01910987286366163
5281959998,0.02682,-0.0033942523600329,0.3431535197507742,0.0234232360105486,0.023423236010548874
62507427296,0.02649,-0.0011212595277144,0.3411181575490921,0.020572656800505,0.020572656800505237
7938522410,0.02561,-0.0086238206380527,0.3437591655384002,0.039497777336104,0.039497777336104045
112723252096438,0.02549,-0.1209274979259277,0.3390280956532613,0.1480062708689075,0.1480062708689075
69813760388,0.02501,-0.1497889257198122,0.3386717700453783,0.160836135789066,0.1608361357890657
908009612563863,0.02497,-0.0014717779178984,0.3426758965041667,0.0223774073278398,0.022377407327839948
226821494115353,0.02455,-0.0869567269790305,0.3399406562489382,0.1262823982284288,0.1262823982284285
107705785934333,0.02207,-0.141137224438086,0.3386927096400948,0.1301585838174551,0.13015858381745493
