page_id,degree_centrality,eigenvector_centrality,closeness_centrality,unweighted_eigenvector_centrality_x,unweighted_eigenvector_centrality_y
15704546335,0.06436,0.5686656539756783,0.3555311093656918,0.4129075700663689,0.41290757006636936
346937065399354,0.06402,0.0094159174561775,0.3549302289877003,0.0817665882877849,0.08176658828778555
153080620724,0.05099,0.5517902399467786,0.3493897635639349,0.2983570577671116,0.29835705776711213
199098633470668,0.04841,0.0079083474904635,0.3506010004574335,0.0549176803005863,0.05491768030058675
18468761129,0.04702,0.0045013757915465,0.3504010305331926,0.0678242038227334,0.06782420382273398
205344452828349,0.04142,0.0031699425754916,0.3484816507137357,0.0490539108048595,0.04905391080486016
354522044588660,0.03888,0.0045046504540359,0.3480867539594385,0.0588920198821903,0.0588920198821907
341163402640457,0.0379399999999999,0.0046050285397113,0.34785436077127,0.0570037107954498,0.057003710795449795
21785951839,0.035,0.0105337250700258,0.3429990554956801,0.0202107929181246,0.020210792918124776
114517875225866,0.03494,0.0033024676651473,0.3463149102326667,0.0419739603042612,0.041973960304261544
339226922847416,0.03413,0.0298494341549837,0.3442958600082274,0.1878789009802062,0.18787890098020604
179035672287016,0.03161,0.0968102523235796,0.3420442138932815,0.2144563004282264,0.21445630042822628
133961323610549,0.0308699999999999,0.2726544091633319,0.3391554221655813,0.1933080054342674,0.19330800543426724
22067606728,0.02812,0.1814573445031669,0.3400998013311377,0.1949844448027525,0.19498444480275287
407570359384477,0.02605,0.0021963878030894,0.3435974678050303,0.0347150536794773,0.034715053679477324
131201286936061,0.02378,0.0249927715516326,0.3359060753048328,0.1243899190439064,0.12438991904390652
12566691349,0.02358,0.0135356691943781,0.3431792185799985,0.0451080879354928,0.0451080879354929
889307941125736,0.0234599999999999,0.0017142238090951,0.3389906249697636,0.0243250474621357,0.024325047462135926
86680728811,0.02331,0.0167241363899163,0.3437380677075109,0.0560771758459024,0.0560771758459025
112723252096438,0.02304,0.1290701950671529,0.338344158938832,0.187128277247261,0.1871282772472607
10643211755,0.02298,0.0012136551700241,0.3408094279089514,0.0250150695362792,0.02501506953627927
5550296508,0.02275,0.0107853726663042,0.343563052707301,0.0421257639525593,0.04212576395255951
7976226799,0.02111,0.0006435820834727,0.3400464175247724,0.0217740645201739,0.021774064520174077
21898300328,0.02094,0.0016706104691912,0.3408602288538437,0.0218480323675684,0.0218480323675686
228735667216,0.0208199999999999,0.0037584314717526,0.3423742433286776,0.0278295639483435,0.02782956394834351
9124187907,0.02073,0.0011935381616335,0.3397292702622472,0.022170459304419,0.022170459304419264
95475020353,0.02038,0.2601068619984485,0.3380385057750881,0.1638720655842087,0.16387206558420853
20950654496,0.0203199999999999,0.0022095530317439,0.3403528999041121,0.0188657769331843,0.01886577693318453
124955570892789,0.02016,0.0008721494010204,0.3384359627016789,0.0186432213533024,0.018643221353302555
177486166274,0.01903,0.0019791127786632,0.3364084725242418,0.0234182259074161,0.023418225907416313
226821494115353,0.01825,0.1166998706209204,0.3341987809400767,0.133320098984669,0.133320098984669
59306617060,0.0181,0.0095512955285192,0.341190804506827,0.037580219184365,0.037580219184365146
5281959998,0.0179,0.0021078092826096,0.3407247933090816,0.0220777418900972,0.022077741890097268
123624513983,0.01786,0.1120968288199758,0.3364882253625853,0.1455591949002384,0.1455591949002381
69813760388,0.01778,0.1211575323111047,0.3333327285778206,0.1461128845448041,0.146112884544804
107705785934333,0.01758,0.1105247717026288,0.3376863014447511,0.1326658578879596,0.1326658578879597
997108126967413,0.0175,0.0044502256441494,0.3406430198098516,0.0281492762567103,0.02814927625671042
157750900979288,0.01688,0.0006356954043738,0.3369123748134073,0.0152063775421941,0.015206377542194225
174742062548592,0.01685,0.0007928122710478,0.3394519013648881,0.0202403579822093,0.020240357982209342
184859785026060,0.01677,0.0430917071837515,0.3355391503823497,0.1086568395748685,0.10865683957486853
721683147909323,0.01647,0.0400870424393496,0.3341526587355485,0.1107155216305091,0.11071552163050896
389658314427637,0.01587,0.0657469537065801,0.335925265081519,0.1244330369548017,0.12443303695480158
513813158657249,0.01522,0.0366674841454823,0.3329579338448639,0.0989298493702321,0.09892984937023193
6250307292,0.01462,0.0031928731206343,0.3400127100704093,0.020512743181805,0.020512743181805126
169676909894983,0.01444,0.0281847746870266,0.3349575510086959,0.0617491134165115,0.061749113416511604
142125212473533,0.01341,0.0319999233714237,0.3299288114245468,0.1016127132666992,0.10161271326669896
440106476051475,0.01326,0.0609482437199137,0.3326538651298216,0.1060457913072582,0.10604579130725801
114270361928171,0.01283,0.0021357151566094,0.3356321748210473,0.0171451619432203,0.01714516194322046
7331091005,0.01283,0.0025489282159517,0.3383219109811825,0.0154692083965345,0.015469208396534588
519305544814653,0.01279,0.0758883426519594,0.3326619305739262,0.1037418472488504,0.1037418472488503
799539910084929,0.0127,0.0005343787214311,0.3328879219055844,0.0108843430450161,0.010884343045016197
169204449790211,0.0123299999999999,0.0998744491470802,0.3308330747060579,0.1125881717515818,0.11258817175158164
155869377766434,0.01229,0.0083200115219433,0.3403163179471153,0.030798823795805,0.03079882379580507
221573484697614,0.0122099999999999,0.0502145015806513,0.3340550301963496,0.0987256808500518,0.09872568085005173
289079127883350,0.01215,0.0289694683074872,0.3310406120018949,0.1014729039174411,0.10147290391744097
114364638621903,0.012,0.0219409065925015,0.3306736076199105,0.0896464115738841,0.08964641157388409
295199098300,0.01172,0.0010387472857203,0.3380024196135887,0.0138156799074855,0.013815679907485612
22156858944,0.01167,0.0018187719988009,0.3372380967088633,0.0128944015793255,0.012894401579325516
591402597574018,0.01143,0.0321734018206173,0.3308809448283636,0.0936786909707055,0.0936786909707054
43179984254,0.01128,0.001618194075842,0.3351894027337427,0.0155091869483054,0.015509186948305522
219856014723410,0.01122,0.0017552209246031,0.3368324208124614,0.0119068139858064,0.011906813985806503
122560544447547,0.0112,0.007988709658128,0.3382162731259694,0.015293483682049,0.015293483682049155
6934857868,0.01115,0.0461268939465198,0.3293243189748022,0.0801846751899272,0.08018467518992717
610045389164725,0.01114,0.0015625783038751,0.3315605962084644,0.0139850936062808,0.013985093606280865
165297924363,0.01103,0.0014080744405128,0.3360130177038474,0.0094549796194779,0.009454979619477989
21124264380,0.01103,0.0006280261440119,0.334179787902214,0.0086475831033913,0.008647583103391327
146422995398181,0.01094,0.0018131006198327,0.3365625120050336,0.0165560495310327,0.016556049531032818
307188559330028,0.01093,0.0308552296382788,0.3290426291884791,0.052702388688992,0.05270238868899205
138691142964027,0.0108799999999999,0.0293670361254102,0.3322940070695374,0.0731537022461754,0.07315370224617532
133352176797969,0.01087,0.044891163024244,0.3296117703334743,0.0701142561819098,0.07011425618190976
868219436604578,0.0106,0.0076872755389577,0.3289611081374913,0.0422386935040422,0.04223869350404226
